407.54,4890.52,1.59,2.45,21.38,3.30,59961.86,24456.0000,0.00,59.9619,0.00
692.29,8307.43,1.65,2.89,17.71,5.18,119930.03,20771.5000,1881.50,59.9650,0.00
788.64,9463.67,2.22,5.07,78.55,11.45,239913.02,11831.5000,371.52,59.9783,0.00
249.13,3986.09,2.38,4.01,25.06,5.88,59971.40,14950.0000,0.00,59.9714,0.00
388.16,6210.60,2.47,5.15,24.10,8.43,119949.01,11646.5000,257.50,59.9745,0.00
484.70,7755.16,2.43,8.25,51.79,18.61,239939.36,7271.7500,251.95,59.9848,0.00
546.47,3278.84,0.89,1.83,24.84,2.71,59936.03,32793.0000,0.00,59.9360,0.00
854.75,5128.48,0.88,2.34,27.05,4.33,119896.16,25646.0000,296.00,59.9481,0.00
1013.20,6079.21,0.89,3.94,32.21,8.28,239857.11,15200.2500,348.93,59.9643,0.00

