3912.78,46953.30,3912.7752,60.0047,0.73,1.02,9.20,1.27,239685.37,58696.2500,1155.13,
8062.47,96749.70,8062.4749,60.0045,0.69,0.99,6.69,1.14,479393.29,60473.1250,1393.00,
15285.40,183424.77,15285.3972,60.0050,0.69,1.05,4.92,1.27,958692.01,57325.0000,1119.65,
27008.38,324100.60,27008.3836,60.0056,0.77,1.18,5.18,1.42,1917688.00,50645.4062,102.96,
40059.92,480719.01,40059.9171,60.0103,0.70,1.60,34.43,2.52,3836013.54,37562.6406,122.60,
42710.74,512528.88,42710.7401,60.0191,0.74,2.99,42.48,4.03,7675838.81,20027.0391,256.57,
42588.74,511064.88,42588.7400,60.0491,0.95,6.00,54.40,7.30,15352686.14,9989.9062,73.81,

