421.77,5061.27,1.61,2.37,14.96,3.13,59954.93,25310.0000,0.00,59.9549,0.00
698.82,8385.82,1.64,2.86,14.70,5.28,119931.89,20967.5000,1206.50,59.9659,0.00
845.52,10146.20,2.19,4.73,202.05,10.84,239905.87,12684.7500,597.26,59.9765,0.00
262.71,4203.41,2.36,3.80,22.86,5.99,59968.91,15765.0000,0.00,59.9689,0.00
398.19,6371.06,2.41,5.02,22.41,8.43,119945.85,11947.5000,767.50,59.9729,0.00
499.20,7987.23,2.49,8.01,48.23,18.28,239938.03,7489.2500,176.02,59.9845,0.00
562.72,3376.34,0.90,1.77,16.16,2.71,59930.54,33768.0000,0.00,59.9305,0.00
853.83,5122.95,0.89,2.34,21.50,4.10,119890.74,25618.5000,237.50,59.9454,0.00
1016.84,6101.05,0.93,3.93,31.54,8.28,239862.83,15255.0000,238.68,59.9657,0.00

