7.8,2.2,1.1,23.3,25.0,5513.000
19.7,5.4,2.5,49.3,68.6,17622.000
30.0,9.8,4.3,77.0,81.8,23362.000
42.8,19.2,6.1,113.8,98.0,23469.000
5513.000
17622.000
23362.000
23469.000

