6.3,1.7,1.0,18.6,21.8,6758.000
7.6,2.0,1.2,20.7,26.3,11386.000
13.8,3.5,2.0,33.2,51.6,12615.000
29.1,7.3,4.0,77.2,105.8,11905.000
57.2,15.5,8.0,147.3,214.1,11964.000
112.3,36.0,15.5,290.3,434.5,11781.000
207.9,104.4,26.1,548.8,834.4,11570.000

