10.5,2.5,1.7,26.1,40.2,4138.000
12.3,3.1,1.7,29.3,47.8,7051.000
23.4,5.9,3.3,55.6,88.9,7450.000
46.8,11.6,5.8,107.2,177.9,7496.000
100.7,26.3,12.1,228.0,377.8,6944.000
195.0,61.2,23.2,447.1,743.5,6949.000
387.7,213.3,47.3,862.4,1445.4,6264.000

