11.1,2.8,1.7,27.7,42.4,3897.000
13.7,3.5,2.1,34.2,52.3,6272.000
24.9,6.3,3.5,59.9,96.0,6955.000
51.7,12.9,6.3,120.3,193.1,6790.000
106.5,27.9,12.3,242.1,394.6,6582.000
218.5,70.3,26.5,501.9,801.8,6216.000
467.2,253.7,55.7,987.2,1567.1,5340.000

