404.39,4852.69,2.08,2.47,32.68,2.91,59960.05,24267.0000,0.00,59.9601,0.00
345.15,4141.80,2.10,5.79,47.71,8.43,119954.74,10356.0000,869.00,59.9774,0.00

403.40,4840.83,2.11,9.91,56.00,15.27,239938.41,6052.0000,390.94,59.9846,0.00
101.97,1631.50,3.55,9.80,107.60,24.38,59980.29,6119.0000,0.00,59.9803,0.00
124.48,1991.70,3.57,16.06,126.46,42.61,119976.46,3735.0000,65.00,59.9882,0.00
155.68,2490.93,4.12,25.68,173.10,59.99,239969.41,2335.7500,112.74,59.9924,0.00
163.61,981.64,1.24,6.11,98.80,19.29,59971.10,9818.0000,0.00,59.9711,0.00
238.10,1428.58,1.32,8.40,144.71,27.17,119957.33,7144.0000,195.00,59.9787,0.00
257.93,1547.59,1.27,15.50,153.72,45.79,239976.92,3870.0000,24.81,59.9942,0.00

