6.1,1.5,0.8,15.0,21.9,7209.000
5.5,1.5,0.7,14.6,18.7,63457.000
5.8,1.8,0.7,16.3,19.0,116909.000
8.2,2.9,0.9,22.0,26.4,122512.000
7209.000
63457.000
116909.000
122512.000

