440.15,5281.85,1.60,2.27,13.86,3.19,59960.03,26413.0000,0.00,59.9600,0.00
979.07,11748.90,1.62,2.04,11.49,2.61,119911.27,29376.5000,744.50,59.9556,0.00
1424.85,17098.20,1.64,2.81,70.06,3.43,239852.44,21376.0000,424.35,59.9631,0.00
218.32,3493.08,2.44,4.58,17.78,6.67,59967.73,13101.0000,0.00,59.9677,0.00
509.39,8150.29,2.33,3.92,22.68,6.09,119937.22,15284.0000,239.00,59.9686,0.00
751.65,12026.37,2.52,5.32,59.10,11.87,239901.35,11276.5000,109.02,59.9753,0.00
526.63,3159.76,0.92,1.90,18.71,2.97,59932.30,31602.0000,0.00,59.9323,0.00
1099.20,6595.18,0.86,1.82,21.74,3.02,119871.68,32980.5000,783.50,59.9358,0.00
1572.55,9435.32,0.87,2.54,27.39,5.67,239806.57,23591.7500,640.74,59.9516,0.00

