11.0,3.2,1.7,28.2,34.0,31785.000
17.3,5.6,2.5,42.1,47.3,40697.000
30.4,13.1,4.5,82.6,79.2,43490.000
54.5,42.2,7.0,306.9,107.4,37596.000
77.6,132.8,8.7,790.6,117.8,34472.000

