10.2,2.4,1.5,24.3,36.7,4346.000
12.3,3.0,1.7,28.6,45.1,7160.000
14.6,3.4,1.8,31.2,52.8,12336.000
24.0,5.9,2.7,48.3,86.5,15024.000
46.4,13.2,5.0,95.6,168.7,15158.000
92.4,35.9,8.5,178.2,316.1,14666.000
166.3,117.8,12.6,302.0,559.2,14069.000

