10.4,2.6,1.6,26.9,40.3,4120.000
12.6,3.2,1.8,31.2,47.2,6888.000
24.1,5.9,3.2,56.9,91.7,7251.000
49.6,12.6,6.3,111.2,186.5,7074.000
105.8,29.2,12.8,233.5,391.8,6592.000
248.2,79.8,30.7,566.5,973.9,5404.000
506.6,231.3,59.2,1200.0,2096.7,4867.000

