7.7,2.1,1.2,22.3,25.0,5610.000
55.2,15.0,7.8,142.2,200.1,6231.000
63.5,17.7,9.5,169.4,231.4,10727.000
96.7,29.2,13.7,248.9,353.4,10481.000
5610.000
6231.000
10727.000
10481.000

